record identifier,issue_type,issue_detail,action_taken
stores | store_id: 1,DATA_NORMALIZATION,Field 'city' had value 'Sharjah-Emirate',Standardized
sales | order_id: 23840,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 23938,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24018,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24023,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24062,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24108,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24136,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24145,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24176,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24242,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24263,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24297,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24324,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24333,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24385,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24411,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24444,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24490,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24506,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24562,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24756,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24790,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24841,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24853,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24901,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24932,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24953,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24963,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24965,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24977,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 24996,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25058,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25065,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25071,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25116,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25165,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25220,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25345,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25382,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25406,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25419,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25458,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25488,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25556,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25573,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25605,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25697,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25711,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25775,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25779,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25833,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25847,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25870,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25893,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25916,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25918,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25919,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25927,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25930,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25955,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25970,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 25986,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26060,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26084,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26131,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26292,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26293,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26324,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26422,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26430,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26471,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26478,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26489,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26544,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26552,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26560,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26598,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26628,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26645,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26761,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26795,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26816,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26817,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26843,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26862,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26897,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26911,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26978,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26984,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26989,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 26996,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27003,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27009,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27012,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27053,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27055,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27059,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27061,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27068,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27106,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27131,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27168,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27231,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27260,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27277,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27369,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27400,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27429,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27448,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27483,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27535,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27550,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27575,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27757,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27758,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27767,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27781,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27803,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27829,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27869,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27916,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27925,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27937,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27992,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 27998,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28002,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28056,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28062,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28119,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28178,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28192,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28193,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28273,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28292,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28301,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28329,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28388,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28439,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28450,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28523,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28524,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28534,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28634,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28638,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28639,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28643,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28718,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28752,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28754,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28794,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28797,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28836,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28926,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 28969,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29027,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29038,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29105,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29125,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29139,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29147,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29207,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29211,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29304,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29348,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29408,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29417,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29433,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29456,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29476,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29501,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29667,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29714,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29729,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29797,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29815,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29818,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29860,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29948,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29969,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29975,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 29988,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
sales | order_id: 11184,MISSING_VALUE,Field 'discount_pct' had value 'nan',Imputed with 0
inventory | idx: 147,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 302,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 392,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 511,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 759,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 878,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 918,INVALID_VALUE,Field 'stock_on_hand' had value '-5',Corrected to 0
inventory | idx: 490,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 526,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 643,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 691,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 1188,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 1200,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 1434,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
inventory | idx: 1483,OUTLIER_VALUE,Field 'stock_on_hand' had value '9999',Corrected to 260.0
